PDE,Description,Supp Part No,EAN,Generic,Inventory Group,Document Display,Price GST Inc,Price GST Exc
20370,Advil Chw Tab 7-12yrs 20,6E+13,9310488000319,,2,,8.07,7.34
20427,Mycophenolate Tab 500mg 50      SNZ,44041954,9322838008005,Mycophenolate Mofetil 500mg Tab,5,,28.6,26
20435,Mycophenolate Cap 250mg 100     SNZ,44041955,9322838007992,Mycophenolate Mofetil 250mg Cap,5,,28.63,26.03
20443,Omeprazole Cap 20mg Btle 30     SNZ,44041126,9322838007640,Omeprazole 20mg Cap,5,,4.73,4.3
20508,Eliquis F/C Tab 2.5mg 30,1293034,9323820002414,Apixaban 2.5mg Tab,5,,30.25,27.5
20516,Eliquis F/C Tab 2.5mg 60,1386714,9323820002421,Apixaban 2.5mg Tab,5,,60.49,54.99
20656,Exit Mould Trigger 500ml,3072765,9300701406509,,2,,7.38,6.71
20664,Preen OxiActn Trigger 375ml,3106664,9300701085414,,2,,5.32,4.84
20699,Harpic Wht&Shn Frsh 450ml,3075526,9300701601331,,2,,3.1,2.82
20702,Glen 20 Orig Scnt 300g,357058,9310045950255,,2,,7.52,6.84
20753,Mortein Fly&Insect Kill OLess 350g,351734,9300701950293,,2,,6.66,6.05
20761,Fluoxetine Cap 20mg Blst 28     SNZ,44107837,9322838016963,Fluoxetine Hydrochloride 20mg Cap,5,,4.14,3.76
20826,Lynx SGel Anarchy 400ml,20238102,9300830005970,,2,,4.98,4.53
20974,IsoWhey Strawb Smoothie 672g,200021,9354792001198,,2,,36.59,33.26
20990,IsoWhey Banana Smoothie 672g,200016,9354792001150,,2,,36.59,33.26
21008,B&L Biotrue MPurp 300ml+120mlDuoPk,AUBIODUOS,9320344001114,,2,,26.14,23.76
21091,Letrozole Tab 2.5mg Blst 30     SNZ,44028642,9322838007305,Letrozole 2.5mg Tab,5,,11.36,10.33
21105,Aptamil Feed Thickener 380g,109375,9418783003018,,2,,19.73,19.73
21156,Rexona A/P Clinc Men Sprt 45ml,20265336,9300830007530,,2,,12.43,11.3
21423,Mirena Evo IUD,82960814,9310160818362,Levonorgestrel 52mg Device,5,,165.97,150.88
21431,Hugo Ultra Grip Cane Tip,731-001,754021210992,,2,,5.51,5.51
21458,APO Omeprazole Cap 20mg Btle 30,1997,93539401,Omeprazole 20mg Cap,5,,4.73,4.3
21636,B/Plus 1404 Tape Ltx Free 3.8cm 10m,BP1404,9313776014043,,2,,4.93,4.48
21709,Revatio Soln forInj 10mg/12.5ml    ,400570226,1210001133877,Sildenafil Citrate 10mg/12.5ml Soln,6,,241.79,219.81
21733,Hugo QuadPod Cane Tip,781-030,754021210497,,2,,19.53,19.53
21806,Hugo Sml Base Quad Cane Ebony,731-850,754021210220,,2,,33.98,33.98
22276,Kenkay Aqueous Crm BP Pmp 1Ltr,K2209,9319598422059,,2,,12.63,11.48
22446,Bisolvon Chesty Kids Liq Strawb 200,343250,9351791000139,,2,,14.84,13.49
22454,Bisolvon Dry Hny Lime Pastille 20,343262,9351791000252,,2,,9.26,8.42
22799,Ego Moov HLice SPoo 500ml,11423,9314839008689,,2,,26.31,23.92
22802,Coralan Tab 7.5mg 56,7006551,5391189131179,Ivabradine 7.5mg Tab,5,,36.26,32.96
22829,Hugo Derby Cane Aquamarine,731-464,754021210145,,2,,24.53,24.53
22845,Hugo Derby Cane Ebony,731-462,754021210138,,2,,24.53,24.53
22918,Trovas Tab 20mg 30,1103695,8901296027783,Atorvastatin Calcium 20mg Tab,5,,3.09,2.81
22942,Trovas Tab 10mg 30,1103691,8901296027776,Atorvastatin Calcium 10mg Tab,5,,2.98,2.71
22950,Trovas Tab 40mg 30,1103698,8901296027790,Atorvastatin Calcium 40mg Tab,5,,4.08,3.71
22969,Trovas Tab 80mg 30,1103701,8901296027806,Atorvastatin Calcium 80mg Tab,5,,4.73,4.3
22977,Trovas Tab 10mg Btle 30,1103692,8901296027813,Atorvastatin Calcium 10mg Tab,5,,2.98,2.71
22985,Trovas Tab 20mg Btle 30,1103696,8901296027820,Atorvastatin Calcium 20mg Tab,5,,3.09,2.81
22993,Trovas Tab 40mg Btle 30,1103699,8901296027837,Atorvastatin Calcium 40mg Tab,5,,4.08,3.71
23000,Trovas Tab 80mg Btle 30,1103702,8901296027844,Atorvastatin Calcium 80mg Tab,5,,4.73,4.3
23094,Olanzapine RBX Tab 7.5mg 28,1104346,8901296029312,Olanzapine 7.5mg Tab,5,,4.77,4.34
23108,Olanzapine RBX Tab 2.5mg 28,1104344,8901296029299,Olanzapine 2.5mg Tab,5,,3.8,3.45
23116,Olanzapine RBX Tab 5mg 28,1104345,8901296029305,Olanzapine 5mg Tab,5,,4.79,4.35
23132,Resotrans Tab 1mg 28,1183411,9346346001334,Prucalopride 1mg Tab,6,,68.31,62.1
23140,Resotrans Tab 2mg 28,1183412,9346346001341,Prucalopride 2mg Tab,6,,68.31,62.1
23159,Olanzapine RBX Tab 10mg 28,1104347,8901296029329,Olanzapine 10mg Tab,5,,6.3,5.73
23302,Carefree Panty Shld Lng 30 x4,79627830,9300607540987,,2,,22.46,22.46
23310,Stayfree Slim All Nght Wng 10 x6,79614259,9300607537710,,2,,30.13,30.13
23396,Auro Simvastatin 20mg Tab 30,ER_150155,8901175008223,Simvastatin 20mg Tab,0,,1.36,1.24
23418,Auro Simvastatin 40mg Tab 30,ER_150156,8901175008230,Simvastatin 40mg Tab,0,,1.96,1.78
23450,AccuChek Aviva Expert Strp 50,6453970020,4015630068081,Test Strip 50 Strips,2,,10.59,10.59
23469,Compeed Blst Mixed Pk 5,5000031531,3663555003147,,2,,10.15,9.23
23485,Fentanyl 100mcg/hr Patch 5      SNZ,44016066,9322838006179,Fentanyl 100mcg Patch,5,,21.47,19.52
23493,Fentanyl 12mcg/hr Patch 5       SNZ,44021700,9322838007886,Fentanyl 12mcg Patch,5,,5.4,4.91
23507,Fentanyl 25mcg/hr Patch 5       SNZ,44016063,9322838006148,Fentanyl 25mcg Patch,5,,6.88,6.25
23515,Fentanyl 50mcg/hr Patch 5       SNZ,44016064,9322838006155,Fentanyl 50mcg Patch,5,,12.64,11.49
23523,Fentanyl 75mcg/hr Patch 5       SNZ,44016065,9322838006162,Fentanyl 75mcg Patch,5,,17.3,15.73
23817,Zoely Tab 28 1Mth,THX-0001280,5060632508799,Nomegestrol Acetate 2.5mg Estradiol 1.5mg Tab,6,,38.71,35.19
23825,SCW Palette 1.1 Bl Blk,2564009,9310714213186,,2,,8.75,7.95
23833,SCW Palette 5.5 Lght G/Brwn,2564015,9310714213193,,2,,8.75,7.95
23973,Eliquis F/C Tab 2.5mg 20,1289512,9323820002407,Apixaban 2.5mg Tab,5,,20.16,18.33
23981,Trajenta Tab 5mg 30,164869,9310717212414,Linagliptin 5mg Tab,5,,44.81,40.74
24155,Flo Kids Sal NSpry 15ml,7992,9333279040097,,2,,8.73,7.94
24201,Flo CRS Kit 4 Sach,8004,9333279000442,,2,,7.25,6.59
24228,Flo CRS RF 50 Sach,8001,9333279000459,,2,,21.56,19.6
24236,Nasonex Aq NSpry 140 Dose TwnPk,108912,9317935013243,Mometasone Furoate 50mcg Spry,6,,28.31,25.74
24678,Colg TPaste Sens Pro Rlf En 110gx12,1224949,9300632079216,,2,,77.97,70.88
24821,Sensodyne TPaste Rep&Prtct Wht100g,6E+13,9300673808172,,2,,9.31,8.46
25127,Skyn Ext Lub Condom 10,260058,9352417000588,,2,,8.68,8.68
25208,Exemestane Tab 25mg Blst 30     SNZ,44033877,9322838007978,Exemestane 25mg Tab,5,,39.55,35.95
25453,Hugo Offset Cane Rose,731-446,754021210091,,2,,24.53,24.53
25593,Hugo LWeight Crutches Adj Med Adt,721-785,754021210916,,2,,37.04,37.04
25712,Hugo Fit 6 Rollator W/Seat Bl,700-913,754021210879,,2,,149.66,149.66
26085,APO Prazosin Tab 5mg Blst 100,100425,9338475059720,Prazosin 5mg Tab,5,,11.47,10.43
26298,APO Mycophenolate Cap 250mg Blst100,3547,9338475035472,Mycophenolate Mofetil 250mg Cap,5,,29.77,27.06
26379,Emend SD IV Vial 150mg 1,1037478,9317935004081,Fosaprepitant 150mg Vial,5,,80.87,73.52
26670,Gastrosoothe Tab 10mg 20,2239779a,9340404001267,Hyoscine Butylbromide 10mg Tab,2,,5.2,4.73
26808,Maxor Cap 20mg Blst 30,400519549,9323610008879,Omeprazole 20mg Cap,5,,4.73,4.3
27006,Olanzapine Tab 7.5mg Blst 28    SNZ,44042288,9322838008197,Olanzapine 7.5mg Tab,5,,5.62,5.11
27243,Swisse UBst HiStr VitC Eff Tab 60,01-F04-10042,9311770590082,,2,,17.28,15.71
27413,Opti Free P/Moist Econ Pk300ml+90ml,100101244,300650361712,,2,,29.57,26.88
27499,Palm B/Soap Gld 90g 10pk x6,1505807,8850006491652,,2,,50.53,45.94
28002,Palm B/Soap Wht Cham 90g 4pk x12,1505804,8850006491621,,2,,53.32,48.47
28010,Palm B/Soap Milk & Hny 90g 4Pk x12,1505802,8850006491607,,2,,53.32,48.47
28029,Palm B/Soap Grn Aloe 90g 4pk x12,1505800,8850006491591,,2,,53.32,48.47
28061,Olanzapine Orod Tab 10mg Blst28 SNZ,44042716,9322838007961,Olanzapine 10mg Tab,5,,7.41,6.74
28088,Olanzapine Orod Tab 5mg Blst 28 SNZ,44042715,9322838007954,Olanzapine 5mg Tab,5,,4.79,4.35
28096,APO Bisoprolol Tab 2.5mg Blst 28,4252,9338475042524,Bisoprolol Fumarate 2.5mg Tab,5,,4.73,4.3
28118,APO Bisoprolol Tab 5mg Blst 28,4267,9338475042678,Bisoprolol Fumarate 5mg Tab,5,,4.87,4.43
28126,APO Bisoprolol Tab 10mg Blst 28,4281,9338475042814,Bisoprolol Fumarate 10mg Tab,5,,6.09,5.54
28207,Zopral ODT 15mg Blst 28,400008670,9323610009104,Lansoprazole 15mg Tab,5,,4.05,3.68
28258,Zopral ODT 30mg Blst 28,400008671,9323610009098,Lansoprazole 30mg Tab,5,,4.7,4.27
28312,Nan AR 800g,12221414,7613033039157,,2,,24.33,24.33
28479,Amlo Tab 5mg 30,7002385,9350299000641,Amlodipine 5mg Tab,5,,2.98,2.71
28495,PC C&F + Cough Day&Nght PE Cap 24 ,1001491,9316100028495,,2,,6.55,5.95
28525,Nesina Met Tab 12.5/850mg 56,6094836,9335311000779,Alogliptin 12.5mg Metformin Hcl 850mg Tab,5,,44.43,40.39
28533,Batiste Dry SPoo Orig 200ml,2714,5010724527481,,2,,9.06,8.24
28568,Batiste Dry SPoo Blsh 200ml,2733,5010724527375,,2,,9.06,8.24
28703,Opti Free P/Moist 90ml,100101242,300650361675,,2,,10.37,9.43
28711,Nesina Met Tab 12.5/500mg 56 ,6094835,9335311000762,Alogliptin 12.5gm Metformin Hcl 500mg Tab,5,,43.38,39.44
28746,Nesina Met Tab 12.5/1000 mg 56,6094837,9335311000786,Alogliptin 12.5gm Metformin Hcl 1g Tab,5,,44.85,40.77
28762,PC Diarrhoea Rlf 8 Cap,1002287,9316100669964,,2,,2.41,2.19
28886,Palm B/Soap Gld 90g 4pk x12,1505803,8850006491614,,2,,53.32,48.47
28894,Bepanthen Antis Crm  50g,81625574,9310160816849,,2,,10.22,9.29
28940,Carefree PLiner Shwr Frsh 30 x4,79627841,9300607540925,,2,,18.36,18.36
28959,Hopes Rlf Goats Milk Soap 125gm,4021,9338598000203,,2,,4.44,4.04
28983,Hopes Rlf Goats Milk BWash 250ml,4022,9338598000210,,2,,8.29,7.54
29092,Neat Feat Gel Tech Heel Cups Lge,GELTECHHCL,9416967915614,,2,,15.88,14.44
29114,Neat Feat Ladies 3/4 Insole ActvMed,LADIESACTIVM,9416967915348,,2,,22.19,20.17
29122,Neat Feat Ladies 3/4 Insole ActvLge,LADIESACTIVL,9416967915355,,2,,22.19,20.17
29211,Batiste Dry SPoo Brun 200ml,2745,5010724527474,,2,,11.4,10.36
29238,Batiste Dry SPoo Trop 200ml,2744,5010724527511,,2,,9.06,8.24
29270,Priligy Tab 30mg Blst 3,770025,9341677000209,Dapoxetine 30mg Tab,6,,39.14,35.58
29319,Priligy Tab 30mg Blst 6,770042,9341677000216,Dapoxetine 30mg Tab,6,,69.18,62.89
29394,Dermal Thrpy WartEze 75ml,DT24001597,9329224001596,,2,,19.99,18.17
29459,Neat Feat Gel Tech Heel Cups Med,GELTECHHCM,9416967915607,,2,,15.88,14.44
29467,Neat Feat Gel Insole EnergMassg Men,ENERGYMGELM,9416967915676,,2,,18.65,16.95
29483,Neat Feat Gel Insole EnergMassg Wmn,ENERGYMGELW,9416967915683,,2,,18.65,16.95
29556,Neat Feat Insole Adv Memory FoamMen,ADVANMFM,9416967915447,,2,,18.59,16.9
29564,Neat Feat Insole Adv Memory FoamWmn,ADVANMFW,9416967915423,,2,,18.59,16.9
29661,Osmolax Rlf Sach 7 x17g,5703,9313501057031,Macrogol 3350 1g/g Pwd,2,,6.36,5.78
29742,Neat Feat Insole Work Force Sml,WORKFORS,9416967914044,,2,,31.66,28.78
29750,Neat Feat Insole Work Force Med,WORKFORM,9416967914075,,2,,31.66,28.78
29769,Neat Feat Insole Work Force Lge,WORKFORL,9416967914105,,2,,31.66,28.78
29777,Quetiapine Tab 25mg Blst 60     SNZ,44042301,9322838008135,Quetiapine 25mg Tab,6,,6.11,5.55
29947,Huggies Nappies Crawl Girl 90 x1,11203,9310088007176,,2,,52.11,47.37
29955,Huggies Nappies Crawl Boy 90 x1,11202,9310088007169,,2,,52.11,47.37
30090,Fab Iron + B Cmplx Tab 60,FABTAB60,9317039000774,,2,,15.81,14.37
30104,Fab Iron + B Cmplx + Zinc Cap 60,FABCAP60,9317039000781,,2,,15.81,14.37
30112,Generic Hlth Anastrozole Tab 1mg 30,5901355,9334926001355,Anastrozole 1mg Tab,0,,8.16,7.42
30139,Palm B/Soap Grn Aloe 90g 10pk x6,1505808,8850006491669,,2,,50.53,45.94
30147,DuoTrav EDrps 2.5ml,102080,9319099862712,Travoprost 0.004% Timolol 0.05% Drps,5,,24.64,22.4
30376,Imodium Zapid 2mg 6,4720104001,9300607130065,,2,,9.71,8.83
30384,Imodium Zapid 2mg 12,47201048,9300607130072,,2,,14.97,13.61
31194,APO Olanzapine Tab OD 10mg Blst 28,785,9338475007851,Olanzapine 10mg Tab,5,,7.41,6.74
31208,APO Olanzapine Tab OD 15mg Blst 28,4672,9338475046720,Olanzapine 15mg Tab,5,,11.13,10.12
31216,APO Olanzapine Tab OD 20mg Blst 28,4717,9338475047178,Olanzapine 20mg Tab,5,,14.83,13.48
31232,APO Olanzapine Tab OD 5mg Blst 28,777,9338475007776,Olanzapine 5mg Tab,5,,4.79,4.35
31488,Fut Wrist Brc Rev Adj,70007015293,51131196773,,2,,28.4,28.4
31496,Fut Back Supp Stab 2XL/3XL,70007013553,51131201453,,2,,63,63
31518,Fut Moisture Ctrl Knee Supp XL,70007015954,51131201446,,2,,40.68,40.68
31526,APO Isotretinoin Cap 10mg Blst 60,5047,9338475050475,Isotretinoin 10mg Cap,5,,21.46,19.51
31674,Dermal Thrpy V/Dry Skn Crm 125gm,DT24001344,9329224001343,,2,,9.34,8.49
31682,Dermal Thrpy Hnd Balm 50gm,DT24000552,9329224000551,,2,,5.41,4.92
31895,Nivea Body IrSmth BLtn 400ml,80213,4005808232529,,2,,7.39,6.72
31917,Blistex Medic Rlf 6g,31107,9313501311072,,2,,4.87,4.43
32484,Aldara Crm Pmp 2g TwnPk,100590,9314057007129,Imiquimod 2gm Crm,5,,91.14,82.85
32492,Aldara Crm Pmp 2g Sgl Pk,100589,9314057007112,Imiquimod 2gm Crm,5,,50.41,45.83
32557,E/Plast 48598 Fab HDty Wproof 16,48598,4005800281044,,2,,3.31,3.01
32786,E/Plast 48601 Fab HDty Wproof 15,48601,4005800030642,,2,,4.21,3.83
32808,E/Plast 48602Fabric HDty WPrf10x6 8,48602,4005800281242,,2,,5.89,5.35
32921,Omnaris NSpry 50mcg 120,AU0EH70025,9348450001880,Ciclesonide 50mcg Spry,6,,34.22,31.11
33006,DBL Gemcitabine Inj 1g/26.3ml S100C,F000046696,9313212303755,Gemcitabine 1g Inj,5,,26.74,24.31
33014,DBL Gemcitabine Inj 2g/52.6ml S100C,F000046485,9313212303762,Gemcitabine 2g Inj,5,,42.61,38.74
33340,Tasigna Cap 200mg 120,723385,9319099003382,Nilotinib 200mg Cap,5,,4039.13,3671.94
33359,Tasigna Cap 150mg Blst 120,723418,9319099003375,Nilotinib 150mg Cap,5,,3063.13,2784.66
33626,Simvastatin Tab 80mg Blst 30    SNZ,44096138,9322838011210,Simvastatin 80mg Tab,5,,4.14,3.76
33650,Palm Foam HWash Pmp Lime 250ml,1507092,8850006491447,,2,,3.01,2.74
33669,Palm Foam HWash Pmp Rasp 250ml,1507373,8850006491386,,2,,3.01,2.74
33804,Carefree PLiner 30 x4,79627808,9300607540970,,2,,18.36,18.36
33987,Batiste Dry SPoo Orig  50ml,2736,5010724527504,,2,,4.91,4.46
33995,Batiste Dry SPoo Blsh  50ml,2738,5010724527399,,2,,4.91,4.46
34444,Adcirca Tab 20mg Blst 56       S100,TA446727VAL,9323829003634,Tadalafil 20mg Tab,5,,523.09,475.54
34495,Ostevit D Liq 30ml + 20ml Bon,5516,9313501055167,D3 1000 Iu 50ml Liq,2,,19.06,17.33
34711,Viramune XR Tab 400mg 30       S100,122086,9310717211523,Nevirapine 400mg Tab,5,,78.65,71.5
34916,P/Action Paracetamol&Codeine 15mg20,6601805,9334926001805,Paracetamol 500mg Codeine Phosphate 15mg Tab,6,,2.68,2.44
34924,P/Action Paracetamol&Codeine 15mg40,6601812,9334926001812,Paracetamol 500mg Codeine Phosphate 15mg Tab,6,,3.49,3.17
35149,Bepanthen Antis Crm 100g,81625566,9310160816832,,2,,14.61,13.28
35173,Huggies Chld Care Bed Mats 7 x4,21449A,5029053532592,,2,,35.76,35.76
35211,Sorbent Fcl Tiss HAlegc 95 x12,2311991,9310004151211,,2,,26.08,23.71
35483,Simvastatin Tab 40mg Blst 30    SNZ,44096137,9322838011227,Simvastatin 40mg Tab,5,,3.17,2.88
35599,P/Action Clm Pain Rlf Tab 40,6601720,9334926001720,Paracetamol 500mg Codeine Phosphate 10mg Doxylamine 5.1mg Tab,6,,3.34,3.04
35602,P/Action Ibuprofen 24,6601669,9334926001669,Ibuprofen 200mg Tab,2,,1.32,1.2
35610,P/Action Ibuprofen 48,6601676,9334926001676,Ibuprofen 200mg Tab,2,,2.33,2.12
35629,P/Action Ibuprofen 96,6601683,9334926001683,Ibuprofen 200mg Tab,2,,4.06,3.69
35645,P/Action Period Pain Rlf Tab 24,6601744,9334926001744,Naproxen Sodium 275mg Tab,2,,3.41,3.1
35653,P/Action Cold Sore Crm 5g,6601782,9334926001782,Aciclovir 5% Crm,2,,4.07,3.7
35688,P/Action Fem Crm 35g,6601775,9334926001775,Clotrimazole 10mg/g Crm,1,,3.58,3.25
35718,P/Action AFung Crm 50g,6601768,9334926001768,Clotrimazole 10mg/g Crm,2,,3.54,3.22
36005,Elaxine SR Cap 37.5mg 28,7003067,9350299001662,Venlafaxine 37.5mg Cap,5,,3.4,3.09
36110,Dettol Foam HWash RoseChry Pmp250ml,3183815,9300701857479,,2,,3.04,2.76
36315,Azilect Tab 1mg 30,12RK06682,9349649000219,Rasagiline 1mg Tab,5,,24.6,22.36
36323,P/Action AFung Crm 20g,6601751,9334926001751,Clotrimazole 10mg/g Crm,2,,1.77,1.61
36390,Quetiapine DRLA Tab 200mg 60,QUE20060,8901148230019,Quetiapine 200mg Tab,6,,17.88,16.25
36447,P/Action CCough Rlf 200ml,6601522,9334926001522,Bromhexidine Hydrochloride 1.6mg/ml Liq,2,,4.91,4.46
36730,APO Exemestane Tab 25mg Blst 30,4611,9338475046119,Exemestane 25mg Tab,5,,49.37,44.88
36749,Neria G27-8mm-80cm x10,1154661,5705244003439,,8,,62.87,62.87
36811,Curash B/Wipes Aloe Cham 3 x80,368,9310320001306,,2,,13.93,12.66
37117,SAS Sucraid 8500iu/ml 118ml x2,SUCR8500,367871111045,Sacrosidase 8500iu,0,,15539.48,14126.8
37168,Diltiazem CD Cap 180mg Btle 30  SNZ,44000020,9322838007749,Diltiazem 180mg Cap,5,,6.3,5.73
37222,Penthrox Combo Pk & AC Chamber,ME-MS260-MK2,9334258000804,Methoxyflurane Inh,5,,53.1,53.1
37230,Penthrox Combo 3ml Pk Dr Bag,ME-MS245-MK2,9334258000774,Methoxyflurane 3ml Inh,5,,53.1,53.1
37265,Valpam Tab 5mg Btle 50,7002287,9350299000894,Diazepam 5mg Tab,5,,3.16,2.87
37842,AmBisome Vial 50mg Pwdr For Inj x10,1154662,361958900324,Liposomal Amphotericin B 50mg Vial,6,,3245,2950
37877,Nivea Men Deod ROn Sens 50ml,82983,4005808676606,,2,,3.84,3.49
37885,Nivea Deod ROn Sens 50ml,81638,4005808676590,,2,,3.84,3.49
37990,Cefazolin AFT Inj 1g x5,2391317a,9421900137367,Cefazolin 1g Inj,5,,4.77,4.34
38008,Cefazolin AFT Inj 500mg x5,2391325a,9421900137374,Cefazolin 500mg Inj,6,,4.06,3.69
38296,Steradent Ultra 3 Fixative 40g,3253484,9300631826927,,2,,5.96,5.42
38962,F/Flex SChl 0.9% 250ml x30,FAH1322,9322141600408,Sodium Chloride 250ml,6,,140.12,127.38
38970,Zytiga Tab 250mg 120,AN411559,9317376115599,Abiraterone Acetate 250mg Tab,5,,1023.62,930.56
39055,Xifaxan Tab 550mg 56,1155450,5012748163836,Rifaximin 550mg Tab,5,,460.37,418.52
39470,Stayfree Mtnty 10 x12,79614228,9300607537765,,2,,53.65,53.65
39497,Stayfree U/Thn Super Wng 12 x6,79638777,9300607550733,,2,,30.13,30.13
39500,Stayfree U/Thn Reg Wng 14 x6,79638636,9300607551174,,2,,30.13,30.13
39799,Sustagen Optimum 800g,12353317,7613033771637,,2,,31.4,31.4
39810,Stayfree U/Thn Nght Wng 10 x6,79638638,9300607550559,,2,,30.41,30.41
39829,Stayfree U/Thn Wng Reg 20 x6,79638783,9300607551204,,2,,40.5,40.5
39918,Mustela No Rinse Clns Water 300ml,8704014,3504105035815,,2,,17.36,15.78
39942,Mustela HydraBebe Face Moist 40ml,8704103,3504105035969,,2,,12.49,11.35
40029,Mustela Multi Sensory B/Bath 200ml,8703539,3504105035396,,2,,11.44,10.4
40045,Mustela HydraBebe BLtn 300ml,8703591,3504105035914,,2,,18.87,17.15
40053,Mustela Foam SPoo For N/Bn 150ml,8704117,3504105034405,,2,,14.82,13.47
40142,Mustela Dermo Clns H&B/Gel 500ml,8704091,3504105035778,,2,,18.87,17.15
40193,Omeprazole Tab 20mg Blst 30     SNZ,44043738,9322838008289,Omeprazole 20mg Tab,5,,4.73,4.3
40207,Zypine Tab ODT 5mg Blst 28,400008849,9323610008305,Olanzapine 5mg Tab,5,,4.79,4.35
40215,Zypine Tab ODT 10mg Blst 28,400008844,9323610008312,Olanzapine 10mg Tab,5,,7.13,6.48
40223,Advocate Cat Lge 6,ADCLC6,9310160805836,,2,,84.89,77.17
40231,Advantage Cat Lge 4,ADVLC,9310160657794,,2,,49.16,44.69
40258,Advantage Cat Lge 6,ADVLC6,9310160805621,,2,,65.31,59.37
40274,Advantage Cat Sml 6,ADVSC6,9310160805614,,2,,63.14,57.4
40282,Advantage Dog Lge 4,ADVLD,9310160657770,,2,,57.32,52.11
40304,Advantage Dog Med 4,ADVMD,9310160657756,,2,,54.64,49.67
40312,Advantage Dog Med 6,ADVMD6,9310160805553,,2,,72.35,65.77
40320,Advantage Dog Sml 4,ADVSD,9310160657749,,2,,49.51,45.01
40355,Advantage Dog XL 6,ADVXL6,9310160805584,,2,,77.59,70.54
40371,Advantix Dog Lge 6,ADXLD6,9310190808777,,2,,77.19,70.17
40398,Advantix Dog Med 3,ADXMD3,9310160808721,,2,,42.52,38.65
40401,Advantix Dog Med 6,ADXMD6,9310160808769,,2,,73.39,66.72
40428,Advantix Dog Sml 3,ADXSD3,9310160808707,,2,,40.68,36.98
40436,Advantix Dog Sml 6,ADXSD6,9310160808752,,2,,68.85,62.59
40444,Advantix Dog XL 3,ADXXLD3,9310160808745,,2,,48.55,44.14
40452,Advocate Dog Sml 3,ADCSD3,9310160805843,,2,,55.36,50.33
40460,Advantix Dog XL 6,ADXXL6,9310160808783,,2,,80.96,73.6
40479,Advocate Cat Lge 3,ADCLC3,9310160805812,,2,,48.39,43.99
40487,Advocate Cat Sml 3,ADCSC3,9310160805805,,2,,46.81,42.55
40495,Advocate Cat Sml 6,ADCSC6,9310160805829,,2,,79.02,71.84
40509,Advocate Dog Lge 3,ADCLD3,9310160805867,,2,,63.17,57.43
40517,Advocate Dog Lge 6,ADCLD6,9310160809612,,2,,110.19,100.17
40525,Advocate Dog Med 3,ADCMD3,9310160805850,,2,,59.28,53.89
40533,Advocate Dog XL 3,ADCXLD3,9310160805874,,2,,70.88,64.44
40541,Advocate Dog XL 6,ADCXLD6,9310160809605,,2,,121.41,110.37
40622,Drontal 10kg Chews 2,DRONCH102,9310160809001,,2,,16.43,14.94
40630,Drontal 35kg Chews 2,DRONCH352,9310160808943,,2,,39.07,35.52
40665,Drontal Worming Susp Puppy 30ml,DRONS,9310160658272,,2,,20.47,18.61
40703,Frontline Plus Cat Grn 3,FRONPC3,9327073001682,,2,,34.43,31.3
40843,Kiltix Dog Tick Collar,KILTIX,9310160657572,,2,,20.79,18.9
40886,Rapigel 250g,RAPIG,9312214219309,,2,,34.75,31.59
40894,GoldX Pure Lanolin 50g,101492,9314949260625,,2,,9.96,9.05
40932,Advocate Dog Med 6,ADCMD6,9310160805898,,2,,100.75,91.59
40983,Carefree PLiner Barely USc 42 x12,79627834,9300607541076,,2,,54.18,54.18
41025,Pradaxa Cap 110mg Blst 60,301746,9310717211257,Dabigatran Etexilate 110mg Cap,5,,54.25,49.32
41033,Pradaxa Cap 150mg Blst 60,303962,9310717211394,Dabigatran Etexilate 150mg Cap,5,,53.94,49.04
41300,Vas BLtn Deep Restore 225ml,21153083,8851932285438,,2,,5.08,4.62
41319,Vas BLtn AVera Soothe 225ml,21153086,8851932285476,,2,,5.08,4.62
41378,Vas BLtn Deep Restore 750ml,21153051,9400562431235,,2,,12.51,11.37
41386,Vas BLtn AVera Soothe 750ml,21153053,9400562436278,,2,,12.51,11.37
41394,Vas BLtn CButter Glow 750ml,21153052,9300663462803,,2,,12.51,11.37
41963,Zactin Disp Tab 20mg Blst 28,400008565,9323610003904,Fluoxetine Hydrochloride 20mg Tab,5,,4.14,3.76
42056,Kotex U Maxi ONgt 10 x6,91424,9310088005431,,2,,21.54,21.54
42145,APO Galantamine MR Cap 24mg Blst 28,4792,9338475059522,Galantamine Mr 24mg Cap,5,,34.66,31.51
42153,APO Galantamine MR Cap 16mg Blst 28,4777,9338475059379,Galantamine Mr 16mg Cap,5,,29.08,26.44
42161,APO Galantamine MR Cap 8mg Blst 28,4761,9338475059225,Galantamine Mr 8mg Cap,5,,23.78,21.62
42218,APO HydroxychloroquineTab200mgBt100,5371,9338475053711,Hydroxychloroquine 200mg Tab,5,,15.29,13.9
42226,APO Bicalutamide Tab 50mg Blst 28,6013,9338475060139,Bicalutamide 50mg Tab,5,,42.47,38.61
42285,Ceftriaxone AFT Pwdr For Inj 1g,2400839a,9421900137466,Ceftriaxone Sodium 1g Inj,6,,6.03,5.48
42293,Ceftriaxone AFT Pwdr For Inj 2g,2400847a,9421900137473,Ceftriaxone Sodium 2g Inj,6,,9.11,8.28
42307,Ceftriaxone AFT Pwdr For Inj 500mg,2400820a,9421900137459,Ceftriaxone Sodium 500mg Inj,5,,2.96,2.69
42560,Astrix Tab 100mg 112,60528,9334820000171,Aspirin 100mg Tab,2,,4.16,3.78
